Name,Key,Total Outcomes,Remember (%),Apply (%),Evaluate (%),Remember + Apply (%),Apply + Evaluate (%)
System Security,,21,85.71,9.52,4.76,95.23,14.28
Data Security,,12,91.67,8.33,0.0,100.0,8.33
Component Security,,15,100.0,0.0,0.0,100.0,0.0
Connection Security,,18,100.0,0.0,0.0,100.0,0.0
Software Security,,22,100.0,0.0,0.0,100.0,0.0
Societal Security,,17,94.12,5.88,0.0,100.0,5.88
Organizational Security,,15,100.0,0.0,0.0,100.0,0.0
Human Security,,16,93.75,6.25,0.0,100.0,6.25
